,followers,reports,comments,likes,emo_label,emotion,influence,heat,professionalism,emo,hobby_weight,topic_drives,topic_continuous_attention
1146,11000,2,0,7,black,0.954960525,6.96E-05,0.000259665,0.025114155,0.957860128,0.008032129,0.958189408,0.991006412
1147,1105,0,0,0,black,0.792096436,6.99E-06,0,0.033105023,0.728885221,1,0.728892208,1.761990244
1148,3810000,2,14,26,black,0.809359074,0.024113918,0.001211771,0.051750381,0.753155217,1,0.778480907,1.804905598
1149,100000,1,1,1,black,0.662520051,0.000632905,8.66E-05,0.052130898,0.546710372,1,0.547429832,1.59884127
1150,132000,1,0,2,black,0.686183631,0.000835437,8.66E-05,0.066971081,0.579979622,0.203098107,0.580901614,0.85004881
1151,2054,0,0,0,black,0.839434803,1.30E-05,0,0.154490107,0.795439476,1,0.795452469,1.949929582
1152,243000,0,1,6,black,0.770232648,0.001537968,0.000201962,0.119101979,0.698146346,1,0.699886276,1.817248324
1153,2613000,2,0,12,black,0.775113463,0.016537968,0.000403924,0.073439878,0.705008413,1,0.721950305,1.778448291
1154,264000,2,3,9,black,0.740073621,0.00167088,0.000403924,0.03652968,0.655744977,0.002868617,0.657819781,0.695143275
1155,1117000,1,10,35,black,0.835268617,0.007069614,0.001327178,0.042998478,0.789582125,0.002294894,0.797978918,0.834875497
1156,7631000,1856,2229,10601,black,0.704159796,0.048297462,0.423716099,0.062024353,0.605252785,1,1.077266347,1.667277139
1157,206,0,1,1,black,0.794559956,1.30E-06,5.77E-05,0.027777778,0.732348748,1,0.732407749,1.760126526
1158,614000,1,0,0,red,0.418853611,0.00388607,2.89E-05,0.03652968,0.204133313,1,0.208048234,1.240662994
1159,1448000,11,21,230,black,0.845857859,0.009164551,0.007559146,0.086757991,0.804469819,0.0562249,0.821193516,0.94745271
1160,116,0,0,1,black,0.806912959,7.28E-07,2.89E-05,0.057077626,0.74971616,1,0.749745739,1.806793785
1161,430,0,1,0,black,0.705815315,2.72E-06,2.89E-05,0.067351598,0.607580323,1,0.60761189,1.674931921
1162,1420000,1,0,1,black,0.86136049,0.008987335,5.77E-05,0.073059361,0.826265377,1,0.835310416,1.899324738
1163,51000,0,94,85,black,0.636810422,0.000322778,0.005164455,0.029299848,0.510564528,0.004589788,0.516051761,0.544454164
1164,1337,0,0,0,black,0.884509802,8.46E-06,0,0.02739726,0.858811603,1,0.858820059,1.886208864
1165,35000,0,0,0,black,0.754609674,0.000221513,0,0.123287671,0.676181596,1,0.676403109,1.799469267
1166,2447000,8,17,103,black,0.722348988,0.015487336,0.003693018,0.03348554,0.630825449,0.203098107,0.650005802,0.867409096
1167,102000,0,0,1,black,0.768467247,0.000645563,2.89E-05,0.101217656,0.695664323,1,0.696338738,1.796881979
1168,1919000,1,0,3,black,0.543607831,0.012145563,0.000115407,0.059360731,0.379528554,0.006884682,0.391789524,0.445773966
1169,21000,63,2,182,black,0.933299601,0.000132905,0.00712637,0.0304414,0.927406466,1,0.934665741,1.957847866
1170,35000,3,9,138,black,0.666707098,0.000221513,0.004327755,0.0456621,0.552597052,0.005163511,0.55714632,0.603422664
1171,165,0,2,1,black,0.81156069,1.04E-06,8.66E-05,0.062785388,0.756250528,1,0.756338121,1.819035916
1172,2155000,0,1,2,black,0.721408784,0.013639234,8.66E-05,0.063165906,0.629503592,1,0.643229381,1.692669497
1173,276,0,0,5,black,0.600284696,1.74E-06,0.000144259,0.01217656,0.459212049,1,0.459358048,1.471388609
1174,1101000,0,0,1,black,0.894534737,0.006968348,2.89E-05,0.071537291,0.872905923,0.027538726,0.879903123,0.97198194
1175,699,3,1,31,black,0.757914901,4.42E-06,0.00100981,0.002283105,0.680828501,1,0.681842728,1.683111606
1176,65000,0,0,7,black,0.645968199,0.000411386,0.000201962,0.042998478,0.523439688,0.203098107,0.524053036,0.769536272
1177,1712,0,3,3,black,0.836396039,1.08E-05,0.00017311,0.039193303,0.791167198,1,0.791351137,1.8303605
1178,6159000,22,90,256,black,0.707661867,0.038981007,0.010617426,0.033866058,0.610176439,0.0562249,0.659774872,0.700267397
1179,508,0,0,0,black,0.883471817,3.21E-06,0,0.074581431,0.857352273,1,0.857355482,1.931933703
1180,156000,2,0,5,black,0.682253301,0.000987335,0.000201962,0.043759513,0.574453868,0.203098107,0.575643165,0.821311487
1181,126000,0,0,0,black,0.919388026,0.000797462,0,0.082952816,0.907847816,1,0.908645278,1.990800632
1182,3505000,2,1,1,black,0.790202677,0.022183538,0.000115407,0.050608828,0.726222736,1,0.748521681,1.776831564
1183,471000,3,20,108,black,0.834005773,0.002981006,0.003779573,0.03957382,0.78780666,0.203098107,0.79456724,1.030478588
1184,7955000,1,0,0,black,0.775061846,0.050348095,2.89E-05,0.036910198,0.704935842,1,0.755312789,1.74184604
1185,887000,1,1,0,black,0.899570763,0.005613918,5.77E-05,0.01978691,0.879986205,0.00172117,0.885657826,0.901494285
1186,3627000,11,4,14,black,0.687725991,0.02295569,0.000836699,0.192922374,0.582148066,1,0.605940456,1.775070441
1187,903000,0,0,1,black,0.484752655,0.005715184,2.89E-05,0.063926941,0.296782513,1,0.302526549,1.360709454
1188,165,0,0,0,black,0.801402032,1.04E-06,0,0.095129376,0.741968204,1,0.741969242,1.83709758
1189,28000,1,1,22,black,0.867521539,0.000177209,0.000692441,0.223744292,0.834927358,0.203098107,0.835797008,1.261769757
1190,43000,0,3,3,black,0.623628795,0.000272146,0.00017311,0.055936073,0.492032132,1,0.492477388,1.547968205
1191,341,1,0,0,black,0.878940642,2.15E-06,2.89E-05,0.02891933,0.850981775,1,0.851012778,1.879901105
1192,420,0,1,0,black,0.626617193,2.65E-06,2.89E-05,0.04718417,0.4962336,1,0.496265103,1.54341777
1193,38000,0,0,2,black,0.833612442,0.0002405,5.77E-05,0.061263318,0.787253666,1,0.787551869,1.848516984
1194,2756,0,0,0,black,0.835447729,1.74E-05,0,0.002663623,0.789833944,1,0.78985138,1.792497566
1195,222,0,0,0,black,0.820115507,1.40E-06,0,0.220700152,0.768277969,1,0.768279368,1.988978122
1196,64000,0,0,0,black,0.826876203,0.000405057,0,0.443683409,0.777783011,1,0.778188068,2.22146642
1197,3,0,0,0,black,0.765325546,1.27E-08,0,0.051369863,0.691247323,1,0.691247335,1.742617186
1198,1551000,21,62,893,black,0.797542512,0.009816449,0.028159261,0.053272451,0.736542003,0.005163511,0.774517714,0.794977965
1199,427000,4,29,144,black,0.841362178,0.002702525,0.005106751,0.02130898,0.798149224,0.203098107,0.805958501,1.022556311
1200,241000,0,0,1,black,0.758684307,0.00152531,2.89E-05,0.104261796,0.68191023,1,0.683464392,1.786172026
1201,394000,0,0,3,black,0.778690398,0.002493665,8.66E-05,0.313546423,0.710037319,0.203098107,0.712617539,1.226681849
1202,824,0,0,1,black,0.867287099,5.21E-06,2.89E-05,0.011796043,0.834597753,1,0.834631813,1.846393795
1203,157000,0,0,7,black,0.614142537,0.000993665,0.000201962,0.006849315,0.478695153,0.203098107,0.479890779,0.688642574
1204,201000,22,5,30,black,0.815310074,0.001272146,0.001644547,0.641933029,0.761521886,1,0.764438578,2.403454914
1205,235,0,0,0,black,0.843252623,1.48E-06,0,0.363394216,0.80080705,1,0.800808531,2.164201266
1206,205000,0,0,0,black,0.731416583,0.001297462,0,0.158295282,0.643573819,1,0.644871281,1.801869101
1207,277,0,0,0,black,0.831408918,1.75E-06,0,0.079908676,0.784155673,1,0.78415742,1.864064349
1208,1315000,10,15,222,black,0.818115413,0.008322779,0.00712637,0.043759513,0.765465985,0.203098107,0.780915134,1.012323605
1209,408000,1,4,18,black,0.793634653,0.002582272,0.000663589,0.040715373,0.731047841,0.0562249,0.734293702,0.827988113
1210,493,1,0,0,black,0.888549536,3.11E-06,2.89E-05,0.075342466,0.864491172,1,0.864523138,1.939833638
1211,587,0,0,0,black,0.902105808,3.71E-06,0,0.052130898,0.883550292,1,0.883554,1.93568119
1212,562000,0,7,149,black,0.799436569,0.003556956,0.004500866,0.028538813,0.739204907,0.203098107,0.747262729,0.970841827
1213,17000,0,1,3,black,0.937246621,0.000107589,0.000115407,0.100837139,0.932955684,1,0.93317868,2.033792823
1214,6803,0,0,0,black,0.701463938,4.31E-05,0,0.026636225,0.601462607,1,0.601505658,1.628098832
1215,433000,0,11,15,black,0.870141625,0.0027405,0.000750144,0.036910198,0.838611006,0.0562249,0.84210165,0.931746103
1216,122,0,0,0,black,0.753537297,7.66E-07,0,0.130136986,0.674673913,1,0.674674679,1.8048109
1217,236,0,0,0,black,0.881729245,1.49E-06,0,0.038812785,0.854902345,1,0.854903833,1.893715131
1218,7747000,5,1,19,black,0.75034076,0.04903164,0.000721293,0.068112633,0.670179817,1,0.719932749,1.73829245
1219,850,0,1,0,black,0.669060946,5.37E-06,2.89E-05,0.063546423,0.555906388,1,0.555940613,1.619452811
1220,101000,0,0,0,black,0.877076626,0.000639234,0,0.053652968,0.848361105,0.203098107,0.84900034,1.10511218
1221,185000,0,0,0,black,0.771882087,0.00117088,0,0.092085236,0.700465336,1,0.701636216,1.792550572
1222,132000,0,2,0,black,0.546525836,0.000835437,5.77E-05,0.02435312,0.383631054,1,0.384524194,1.407984174
1223,82000,0,0,10,black,0.783228676,0.000518981,0.000288517,0.152968037,0.716417803,1,0.717225301,1.86938584
1224,23000,1,0,0,black,0.43327719,0.000145563,2.89E-05,0.051369863,0.224411802,1,0.224586217,1.275781665
1225,25,0,0,0,black,0.727791041,1.52E-07,0,0.117199391,0.638476574,1,0.638476726,1.755675966
1226,39,0,0,5,black,0.882486999,2.41E-07,0.000144259,0.008751903,0.855967692,1,0.856112191,1.864719594
1227,2093,0,8,2,black,0.555948675,1.32E-05,0.000288517,0.033105023,0.39687887,1,0.397180628,1.429983893
1228,17,0,0,0,black,0.893576384,1.01E-07,0,0.020547945,0.871558549,1,0.87155865,1.892106494
1229,50000,1,0,3,black,0.823667487,0.000316449,0.000115407,0.189497717,0.773271791,0.203098107,0.773703648,1.165867615
1230,684000,0,0,1,black,0.839226454,0.004329108,2.89E-05,0.130517504,0.795146554,1,0.799504513,1.925664058
1231,261000,0,1,1,black,0.809225559,0.001651892,5.77E-05,0.047945205,0.752967506,1,0.754677102,1.800912711
1232,67000,0,0,0,black,0.769975364,0.000424044,0,0.049467275,0.697784624,1,0.698208668,1.7472519
1233,1109000,0,54,18,black,0.871712685,0.007018981,0.002077323,0.021689498,0.840819799,1,0.849916103,1.862509297
1234,1143000,0,0,2,black,0.883943141,0.007234171,5.77E-05,0.027016743,0.858014919,1,0.865306793,1.885031662
1235,226000,0,0,1,black,0.54584223,0.001430373,2.89E-05,0.050608828,0.382669954,0.026391279,0.384129179,0.459670062
1236,766,0,1,1,black,0.827944756,4.84E-06,5.77E-05,0.020547945,0.779285316,1,0.779347862,1.799833262
1237,1380000,0,4,21,black,0.426302999,0.008734171,0.000721293,0.011035008,0.214606604,0.026391279,0.224062068,0.252032891
1238,184000,3,6,5,black,0.771083057,0.001164551,0.000403924,0.014459665,0.699341958,1,0.700910433,1.713801624
1239,15000,1,32,249,black,0.498249888,9.49E-05,0.00813618,0.022070015,0.315758629,0.032128514,0.323989739,0.369957158
1240,60,0,0,0,black,0.929702878,3.73E-07,0,0.074200913,0.922349738,1,0.922350111,1.996550651
1241,3608000,0,0,0,black,0.800134808,0.022835437,0,0.078386606,0.740186579,1,0.763022016,1.818573185
1242,851,0,0,0,black,0.697892368,5.38E-06,0,0.042237443,0.596441243,1,0.596446623,1.638678686
1243,21,0,0,0,black,0.930469096,1.27E-07,0,0.054794521,0.923426984,1,0.92342711,1.978221504
1244,591,0,0,1,black,0.851203084,3.73E-06,2.89E-05,0.015601218,0.811984812,1,0.812017398,1.82758603
1245,66000,0,5,10,black,0.679366007,0.000417715,0.000432776,0.107305936,0.570394546,0.001147447,0.571245036,0.678847929
1246,244000,0,0,110,black,0.777544975,0.001544297,0.003173687,0.044901065,0.708426939,0.203098107,0.713144924,0.956426112
1247,1484000,0,0,0,purple,0.477190316,0.009392399,0,0.037290715,0.286150421,1,0.29554282,1.323441137
1248,51000,0,0,1,black,0.882151544,0.000322778,2.89E-05,0.077625571,0.855496067,1,0.855847697,1.933121637
1249,912000,0,1,2,black,0.713592589,0.005772146,8.66E-05,0.057458143,0.618514597,1,0.624373298,1.67597274
1250,10195000,31,15,19,black,0.811236203,0.064525311,0.001875361,0.048325723,0.755794322,0.012621916,0.822194994,0.816741962
1251,314000,0,18,17,black,0.804780185,0.001987335,0.00100981,0.04261796,0.746717638,1,0.749714783,1.789335598
1252,417000,1,10,20,black,0.756950915,0.002639234,0.000894403,0.093987823,0.679473208,0.002294894,0.683006845,0.775755925
1253,3493000,6,1,5,black,0.662339091,0.022107589,0.00034622,0.051369863,0.546455956,1,0.568909765,1.597825819
1254,92,0,0,0,black,0.921648502,5.76E-07,0,0.022450533,0.911025879,1,0.911026455,1.933476412
1255,14551000,17,19,28,black,0.745331287,0.092094931,0.001846509,0.063926941,0.663136868,1,0.757078308,1.727063809
1256,109000,0,0,0,black,0.879302025,0.000689867,0,0.047945205,0.851489853,1,0.85217972,1.899435058
1257,207000,1,1,25,black,0.868401766,0.00131012,0.000778996,0.03348554,0.836164892,0.004589788,0.838254008,0.87424022
1258,62,0,0,0,black,0.880669594,3.86E-07,0,0.043759513,0.853412554,1,0.85341294,1.897172067
1260,575000,11,3,9,black,0.654028893,0.003639234,0.000663589,0.025494673,0.534772429,0.010327022,0.539075252,0.570594124
1261,1431000,195,122,801,black,0.713414986,0.009056956,0.032256203,0.584094368,0.6182649,0.007458405,0.659578059,1.209817673
1262,925000,0,0,0,black,0.865391016,0.005854424,0,0.117199391,0.831931999,0.018359151,0.837786423,0.967490541
1263,320000,0,4,34,black,0.733550787,0.00202531,0.001096365,0.079908676,0.646574353,0.001147447,0.649696027,0.727630475
1264,182000,5,1,31,black,0.846412659,0.001151892,0.001067513,0.066971081,0.805249827,0.203098107,0.807469233,1.075319015
1265,201,0,0,0,black,0.629164994,1.27E-06,0,0.112633181,0.49981562,1,0.499816885,1.612448801
1266,12527000,35,66,61,black,0.665711939,0.079284804,0.004673976,0.121004566,0.551197932,1,0.635156712,1.672202498
1267,2818000,56,8,79,black,0.818038642,0.017835437,0.004125793,0.115677321,0.765358051,0.006884682,0.787319282,0.887920054
1268,7355000,0,0,0,black,0.912543476,0.046550627,0,0.017123288,0.898224883,1,0.94477551,1.91534817
1269,1094,0,3,1,black,0.796986699,6.92E-06,0.000115407,0.0152207,0.73576057,1,0.735882895,1.750981271
1270,218000,1,0,0,black,0.455180258,0.001379741,2.89E-05,0.022070015,0.255205902,1,0.256614494,1.277275917
1271,98000,10,7,20,black,0.741154253,0.000620247,0.001067513,0.112633181,0.657264266,0.004589788,0.658952026,0.774487235
1272,5620000,0,1,0,black,0.880655408,0.035569614,2.89E-05,0.00761035,0.853392609,0.008032129,0.888991075,0.869035088
1273,62000,0,1,0,black,0.786227256,0.000392399,2.89E-05,0.079528158,0.720633586,1,0.721054837,1.800161745
1274,5659000,61,140,392,black,0.799016029,0.03581645,0.017109059,0.084855403,0.738613658,1,0.791539167,1.823469062
1275,2480,0,0,0,black,0.905207634,1.57E-05,0,0.040715373,0.88791123,1,0.88792692,1.928626603
1276,14000,0,1,1,black,0.881374359,8.86E-05,5.77E-05,0.029299848,0.854403402,1,0.854549706,1.88370325
1277,380,0,0,1,black,0.795711279,2.40E-06,2.89E-05,0.02739726,0.733967424,1,0.733998674,1.761364684
1278,90000,0,7,1,black,0.787482381,0.000569614,0.000230814,0.073059361,0.722398199,0.0562249,0.723198627,0.85168246
1279,5057,1,12,17,black,0.579362154,3.20E-05,0.000865551,0.019406393,0.429796497,1,0.430694048,1.44920289
1280,184,0,0,0,black,0.759098083,1.16E-06,0,0.113013699,0.682491968,1,0.682493126,1.795505667
1281,1974000,0,0,0,black,0.595540285,0.012493665,0,0.033866058,0.452541757,0.010327022,0.465035422,0.496734837
1282,8,0,0,0,black,0.942882121,4.43E-08,0,0.020167428,0.940878782,1,0.940878826,1.96104621
1283,166000,118,13,243,black,0.834073345,0.001050627,0.010790537,0.175418569,0.787901661,1,0.799742825,1.963320231
1284,65000,4,1,26,black,0.80872488,0.000411386,0.000894403,0.020928463,0.752263588,1,0.753569377,1.773192051
1285,2828,14,166,294,black,0.627352208,1.79E-05,0.013675707,0.094748858,0.497266976,0.018359151,0.510960576,0.610374986
1286,3954,1,0,11,black,0.645282745,2.50E-05,0.00034622,0.022450533,0.522475991,1,0.52284723,1.544926523
1287,37000,0,0,3,black,0.676543474,0.000234171,8.66E-05,0.047564688,0.566426272,0.007458405,0.566746998,0.621449365
1288,36,0,0,0,black,0.878845572,2.22E-07,0,0.070395738,0.850848114,1,0.850848336,1.921243852
1289,75000,0,0,0,black,0.761069238,0.000474677,0,0.066971081,0.685263267,1,0.685737944,1.752234348
1290,23000,6,2,31,black,0.598026037,0.000145563,0.001125216,0.052511416,0.456036541,0.203098107,0.457307321,0.711646064
1291,19497000,158,136,1072,black,0.461249888,0.123398729,0.039411425,0.058980213,0.263739355,1,0.426549509,1.322719568
1292,224,0,0,0,black,0.800386131,1.41E-06,0,0.03652968,0.740539921,1,0.740541332,1.777069601
1293,515000,0,0,3,black,0.7770046,0.003259487,8.66E-05,0.066590563,0.707667211,1,0.711013253,1.774257774
1294,18000,12,2,190,black,0.8695696,0.000113918,0.005885747,0.23325723,0.83780678,1,0.843806445,2.07106401
1295,24000,0,0,0,black,0.639021635,0.000151892,0,0.049086758,0.513673331,1,0.513825223,1.562760089
1296,237000,0,1,102,black,0.727523267,0.001499994,0.002971725,0.052130898,0.638100104,0.203098107,0.642571823,0.893329109
1297,1392,0,12,12,black,0.534356311,8.80E-06,0.000692441,0.092465753,0.366521598,0.203098107,0.367222843,0.662085458
1298,363000,0,0,0,black,0.646130204,0.002297462,0,0.066210046,0.523667455,1,0.525964917,1.589877501
1299,193000,1,284,66,black,0.773523827,0.001221513,0.010126947,0.170091324,0.702773502,0.001147447,0.714121962,0.874012273
1300,113,0,0,2,black,0.73315239,7.09E-07,5.77E-05,0.050989346,0.646014235,1,0.646072647,1.697003581
1301,3499000,988,1265,8197,black,0.6735906,0.022145563,0.301500289,0.063546423,0.562274749,0.002868617,0.885920601,0.628689789
1302,123,0,0,2,black,0.590064585,7.72E-07,5.77E-05,0.015981735,0.444843327,1,0.444901802,1.460825062
1303,38000,0,0,0,black,0.453336835,0.0002405,0,0.03500761,0.252614185,1,0.252854685,1.287621796
1304,43000,0,17,21,black,0.712139279,0.000272146,0.001096365,0.080289193,0.61647135,1,0.61783986,1.696760543
1305,303,0,0,0,black,0.734916346,1.91E-06,0,0.501902588,0.648494229,1,0.64849614,2.150396816
1306,29000,0,21,1,black,0.759624392,0.000183538,0.000634737,0.138888889,0.68323192,0.032128514,0.684050195,0.854249323
1307,111,0,0,2,black,0.800811484,6.96E-07,5.77E-05,0.290715373,0.741137937,1,0.741196336,2.03185331
1308,79000,52,12,40,black,0.70373553,0.000499994,0.003000577,0.055936073,0.604656299,1,0.60815687,1.660592372
1309,860000,0,0,0,black,0.800676048,0.005443032,0,0.211187215,0.740947523,1,0.746390554,1.952134737
1310,57,0,2,0,black,0.417359084,3.54E-07,5.77E-05,0.005707763,0.202032119,1,0.202090176,1.207739881
1311,199000,0,0,0,black,0.816842616,0.001259487,0,0.112252664,0.763676526,1,0.764936013,1.875929189
1312,262000,0,2,0,black,0.849833488,0.001658222,5.77E-05,0.035768645,0.810059262,1,0.811775187,1.845827907
1313,10000,0,0,0,black,0.827780485,6.33E-05,0,0.048325723,0.779054364,1,0.779117649,1.827380087
1314,345000,1,1,4,black,0.859075367,0.002183538,0.00017311,0.011796043,0.823052663,0.203098107,0.825409311,1.037946812
1315,1251000,13,15,68,black,0.826937616,0.007917715,0.002769763,0.011796043,0.777869352,1,0.788556831,1.789665395
1316,797,0,0,0,black,0.770903349,5.04E-06,0,0.104261796,0.699089302,1,0.69909434,1.803351098
1317,62000,0,0,115,black,0.818615913,0.000392399,0.003317946,0.052891933,0.766169652,0.072289157,0.769879996,0.891350741
1318,10000,0,0,1,black,0.824753106,6.33E-05,2.89E-05,0.079147641,0.774798092,1,0.774890228,1.853945733
1319,251,0,1,0,black,0.82534351,1.58E-06,2.89E-05,0.20890411,0.775628156,1,0.77565859,1.984532266
1320,185000,0,0,0,black,0.699679255,0.00117088,0,0.056697108,0.598953475,1,0.600124355,1.655650583
1321,34000,0,0,1,black,0.722833335,0.000215184,2.89E-05,0.052891933,0.631506405,1,0.631750441,1.684398338
1322,10000,11,10,11,black,0.727616012,6.33E-05,0.000923254,0.103881279,0.638230496,1,0.639217036,1.742111775
1323,3335000,1726,13,2035,black,0.713276088,0.021107589,0.108886324,0.054794521,0.61806962,0.007458405,0.748063533,0.680322546
1324,2083,0,0,1,black,0.886712819,1.32E-05,2.89E-05,0.076484018,0.861908883,1,0.861950912,1.938392902
1325,107000,0,0,0,black,0.703363597,0.000677209,0,0.057077626,0.604133389,1,0.604810597,1.661211014
1326,53000,0,0,1,black,0.658018112,0.000335437,2.89E-05,0.056316591,0.540380978,1,0.540745266,1.596697568
1327,246000,0,0,1,black,0.779453337,0.001556956,2.89E-05,0.019025875,0.711109956,1,0.712695763,1.730135831
1328,13000,5,341,178,black,0.52480489,8.23E-05,0.015118292,0.02587519,0.353093004,0.072289157,0.368293568,0.451257351
1329,1356000,0,1,4,black,0.518458188,0.008582272,0.000144259,0.065068493,0.344170008,1,0.352896539,1.409238501
1330,545000,0,0,0,black,0.840885907,0.003449361,0,0.073439878,0.797479622,1,0.800928983,1.870919501
1331,7,0,0,0,black,0.599668026,3.80E-08,0,0.009512938,0.458345057,1,0.458345095,1.467857994
1332,30000,0,6,7,black,0.713843286,0.000189867,0.000375072,0.054033486,0.618867059,1,0.619431998,1.672900544
1333,625000,0,0,0,black,0.756459117,0.00395569,0,0.054414003,0.678781776,1,0.682737466,1.733195779
1334,283,0,0,0,black,0.72823143,1.78E-06,0,0.03957382,0.639095729,1,0.639097514,1.678669549
1335,216000,0,0,6,black,0.847819281,0.001367082,0.00017311,0.304414003,0.807227434,0.203098107,0.808767627,1.314739544
1336,147,0,0,0,black,0.809184194,9.24E-07,0,0.00761035,0.752909349,1,0.752910273,1.760519699
1337,267,0,1,8,black,0.836212158,1.68E-06,0.000259665,0.02587519,0.790908675,1,0.791170024,1.816783866
1338,3171000,82,132,759,black,0.925581813,0.020069614,0.028072706,0.01065449,0.916555824,1,0.964698144,1.927210314
1339,1246,0,0,0,black,0.647457004,7.88E-06,0,0.035388128,0.525532837,1,0.525540717,1.560920965
1341,478,0,0,0,black,0.891164124,3.02E-06,0,0.023211568,0.86816709,1,0.868170109,1.891378658
1342,805000,4,34,256,black,0.715892673,0.00509493,0.0084824,0.047564688,0.621748345,0.203098107,0.635325676,0.87241114
1343,475,0,0,0,black,0.408760697,3.00E-06,0,0.022450533,0.18994342,1,0.18994642,1.212393952
1344,3025000,100,100,115,black,0.888310075,0.019145563,0.009088286,0.011035008,0.864154507,1,0.892388357,1.875189515
1345,171000,1,4,22,black,0.819770545,0.001082272,0.000778996,0.072298326,0.767792978,1,0.769654247,1.840091304
1346,1854000,234,393,1814,black,0.721370595,0.011734171,0.070427005,0.48325723,0.6294499,0.017211704,0.711611076,1.129918834
1347,534000,212,235,2278,black,0.618080616,0.003379741,0.078620889,0.019025875,0.484231801,0.017211704,0.56623243,0.52046938
1348,47,0,0,0,black,0.712642908,2.91E-07,0,0.063165906,0.617179416,1,0.617179707,1.680345321
1349,40000,9,0,10,black,0.590890527,0.000253158,0.000548182,0.067732116,0.44600454,1,0.44680588,1.513736655
1350,2152000,4,59,178,black,0.611860991,0.013620247,0.00695326,0.046423135,0.475487466,0.0562249,0.496060973,0.578135501
1351,52000,21,19,19,black,0.498747855,0.000329108,0.00170225,0.040715373,0.316458734,1,0.318490092,1.357174107
1352,276000,1,0,0,black,0.664125025,0.001746829,2.89E-05,0.052511416,0.548966848,1,0.550742529,1.601478263
1353,454,0,0,0,black,0.908795834,2.87E-06,0,0.036910198,0.892955974,1,0.892958841,1.929866172
1354,24000,0,0,0,black,0.909175217,0.000151892,0,0.055936073,0.89348936,1,0.893641252,1.949425433
1355,419,0,0,0,black,0.722309053,2.65E-06,0,0.027777778,0.630769303,1,0.630771949,1.658547081
1356,11944000,139,19,2114,black,0.855740964,0.075594931,0.065551068,0.049847793,0.818364738,0.004589788,0.959510736,0.872802318
1357,2843000,159,63,253,black,0.70606028,0.017993665,0.013704559,0.435312024,0.607924726,0.004016064,0.639622949,1.047252815
1358,342,0,0,0,black,0.879381835,2.16E-06,0,0.014459665,0.85160206,1,0.851604219,1.866061725
1359,20000,7,8,166,black,0.899647057,0.000126576,0.005222158,0.020167428,0.880093469,1,0.885442203,1.900260896
1360,547000,0,0,109,black,0.598613024,0.003462019,0.003144836,0.090182648,0.456861801,0.203098107,0.463468656,0.750142556
1361,144000,42,124,553,black,0.633225143,0.000911386,0.020744374,0.039954338,0.50552389,0,0.52717965,0.545478228
1362,180000,6,7,50,black,0.738681138,0.001139234,0.001817657,0.056316591,0.653787247,1,0.656744139,1.710103838
1363,55000,0,0,0,black,0.963574052,0.000348095,0,0.018645358,0.969970112,0.203098107,0.970318207,1.191713577
1364,80000,0,0,0,black,0.837887943,0.000506323,0,0.053652968,0.793264705,1,0.793771028,1.846917673
1365,43000,0,0,5,black,0.786399802,0.000272146,0.000144259,0.182267884,0.720876173,1,0.721292577,1.903144057
1366,112000,0,0,107,black,0.789862156,0.000708854,0.003087132,0.135844749,0.725743988,1,0.729539974,1.861588737
1367,263000,0,0,0,red,0.600024223,0.001664551,0,0.03348554,0.458845844,1,0.460510394,1.492331384
1368,14000,1,0,2,black,0.926986098,8.86E-05,8.66E-05,0.007229833,0.918530146,1,0.918705302,1.925759978
1369,949000,0,0,212,black,0.852523267,0.006006323,0.006116561,0.052891933,0.813840893,0.203098107,0.825963776,1.069830932
1370,53000,0,0,0,black,0.770939827,0.000335437,0,0.099315068,0.699140588,1,0.699476024,1.798455656
1371,11000,1,54,68,black,0.458495796,6.96E-05,0.003548759,0.04718417,0.259867304,0.018359151,0.263485677,0.325410625
1372,541,0,0,0,black,0.861599594,3.42E-06,0,0.079528158,0.82660154,1,0.826604957,1.906129698
1373,2105,0,0,4,black,0.757748425,1.33E-05,0.000115407,0.02891933,0.680594449,1,0.680723172,1.709513779
1374,78,0,0,0,black,0.925104821,4.87E-07,0,0.332572298,0.915885208,1,0.915885696,2.248457507
1375,50000,0,0,31,black,0.534450293,0.000316449,0.000894403,0.055555556,0.366653729,1,0.367864582,1.422209285
1376,457,0,0,0,black,0.773894072,2.89E-06,0,0.046423135,0.703294038,1,0.703296924,1.749717173
1377,2726,0,0,0,black,0.649288744,1.72E-05,0,0.090943683,0.528108129,1,0.528125376,1.619051813
1378,6756000,2,5,27,black,0.916788757,0.042759488,0.000980958,0.026636225,0.904193435,0.012621916,0.947933881,0.943451577
1379,69000,0,2,7,black,0.836263001,0.000436703,0.000259665,0.110350076,0.790980157,0.007458405,0.791676524,0.908788638
1380,33,0,0,0,black,0.942094922,2.03E-07,0,0.01065449,0.939772039,1,0.939772241,1.950426529
1381,236000,2,9,119,black,0.834951401,0.001493665,0.003750721,0.029299848,0.789136143,0.002294894,0.794380529,0.820730885
1382,47,0,0,0,black,0.876760185,2.91E-07,0,0.018645358,0.847916213,1,0.847916504,1.86656157
1383,85,0,1,0,black,0.5014202,5.32E-07,2.89E-05,0.052130898,0.320215853,1,0.320245236,1.372346751
1384,288000,1,0,1,black,0.82857275,0.001822778,5.77E-05,0.067351598,0.78016823,1,0.782048712,1.847519829
1385,431000,0,0,0,black,0.662047327,0.002727842,0,0.061263318,0.546045756,1,0.548773598,1.607309075
