,followers,reports,comments,likes,emo_label,emotion,influence,heat,professionalism,emo,hobby_weight,topic_drives,topic_continuous_attention
556,642000,14,50,142,black,0.62500906,0.004063285,0.005943451,0.060121766,0.493972683,0.026391279,0.503979418,0.580485728
557,649000,0,2,4,black,0.795827448,0.004107589,0.00017311,0.042998478,0.734130749,1,0.738411448,1.777129227
558,43000,2,5,12,black,0.910116434,0.000272146,0.000548182,0.03805175,0.894812641,1,0.895632969,1.932864392
559,36000,1,0,0,black,0.876415074,0.000227842,2.89E-05,0.009512938,0.847431012,0.203098107,0.847687706,1.060042056
560,5270000,2,15,0,black,0.613378152,0.033354424,0.000490479,0.107686454,0.477620484,1,0.511465387,1.585306937
561,33000,0,0,6,black,0.43628028,0.000208854,0.00017311,0.046803653,0.228633926,1,0.229015891,1.275437579
562,652000,0,2,0,black,0.721934348,0.004126576,5.77E-05,0.145357686,0.630242496,0.072289157,0.634426775,0.847889339
563,99000,0,0,0,black,0.735007942,0.000626576,0,0.070395738,0.648623005,1,0.649249581,1.719018743
564,4064,1,0,2,black,0.732639432,2.57E-05,8.66E-05,0.061643836,0.645293055,1,0.645405325,1.70693689
565,112000,1,0,210,black,0.754316211,0.000708854,0.006087709,0.057458143,0.675769008,0.203098107,0.682565572,0.936325258
566,352000,2,0,1,black,0.803629011,0.002227842,8.66E-05,0.098934551,0.745099171,1,0.747413568,1.844033722
567,2899000,2,1,4,black,0.932751179,0.018348095,0.000201962,0.051369863,0.926635424,1,0.945185481,1.978005287
568,1225,71,35,160,black,0.841769636,7.75E-06,0.007674553,0.04109589,0.798722079,1,0.806404379,1.83981797
569,1767000,58,12,114,black,0.89914149,0.011183538,0.005308713,0.162480974,0.879382679,0.203098107,0.89587493,1.24496176
570,226,0,0,0,black,0.862580478,1.42E-06,0,0.030060883,0.82798059,1,0.827982014,1.858041473
571,73000,13,17,65,black,0.878947377,0.000462019,0.002740912,0.026255708,0.850991244,0.0562249,0.854194175,0.933471851
572,6783,1,1,3,black,0.847398619,4.29E-05,0.000144259,0.169710807,0.806636015,1,0.806823197,1.976346821
573,12626000,36,14,76,black,0.675870717,0.079911387,0.003635314,0.064687976,0.565480424,0.006884682,0.649027125,0.637053081
574,5094,0,0,0,black,0.753345768,3.22E-05,0,0.195205479,0.674404637,1,0.674436871,1.869610116
575,19000,0,65,53,black,0.429583967,0.000120247,0.003404501,0.033105023,0.219219403,0.018359151,0.222744151,0.270683577
576,1231000,1,0,0,black,0.763323387,0.007791133,2.89E-05,0.197108067,0.688432434,1,0.696252418,1.885540501
577,14860000,3,15,15,black,0.701697201,0.094050627,0.000952106,0.107686454,0.601790557,1,0.696793291,1.709477011
578,1609000,0,0,10,black,0.737984776,0.010183538,0.000288517,0.081430746,0.652808215,1,0.66328027,1.734238961
579,24000,0,0,0,black,0.820217431,0.000151892,0,0.208143075,0.768421267,1,0.768573159,1.976564342
580,1121000,31,4,18,black,0.802883041,0.00709493,0.00152914,0.312404871,0.744050392,0.026391279,0.752674463,1.082846542
581,926000,8,8,43,black,0.766138653,0.005860753,0.00170225,0.166286149,0.692390491,0.001147447,0.699953494,0.859824087
582,198000,0,0,0,black,0.762706697,0.001253158,0,0.050608828,0.687565414,1,0.688818572,1.738174242
583,5069000,4093,2142,20731,black,0.811544299,0.032082272,0.778015003,0.162861492,0.756227483,0.002294894,1.566324759,0.921383869
584,3703000,1437,474,2106,black,0.650550604,0.023436703,0.115897288,0.047945205,0.529882212,0.004589788,0.669216202,0.582417205
585,896000,1,0,0,black,0.684337497,0.00567088,2.89E-05,0.039193303,0.577384093,1,0.583083825,1.616577396
586,488000,0,2,0,black,0.852659285,0.003088601,5.77E-05,0.044901065,0.814032124,1,0.817178428,1.858933189
587,9493000,25,11,72,black,0.695373476,0.060082273,0.003115984,0.095890411,0.592899866,0.004016064,0.656098122,0.692806341
588,59000,8,11,8,black,0.852172852,0.000373411,0.000778996,0.082952816,0.813348234,1,0.814500641,1.89630105
589,1179,0,0,0,red,0.371489108,7.46E-06,0,0.051750381,0.137542312,1,0.137549768,1.189292693
590,4196000,0,0,0,black,0.79931287,0.026556956,0,0.172754947,0.739030995,1,0.765587951,1.911785942
591,4530,1,0,2,black,0.47819519,2.87E-05,8.66E-05,0.03348554,0.287563201,0.026391279,0.287678421,0.347440021
592,7307,0,0,0,black,0.940423131,4.62E-05,0,0.014459665,0.937421624,1,0.937467864,1.951881289
593,2031,1,0,0,black,0.604604959,1.28E-05,2.89E-05,0.03196347,0.465286021,0.018359151,0.465327721,0.515608642
594,2598000,25,33,57,black,0.557408333,0.016443032,0.003317946,0.02739726,0.398931042,0.0562249,0.41869202,0.482553202
595,2087000,160,338,542,black,0.636301666,0.013208855,0.03000577,0.078006088,0.509849256,1,0.55306388,1.587855344
596,999000,0,0,0,black,0.742349774,0.006322779,0,0.146879756,0.658945079,1,0.665267858,1.805824836
597,6164000,2,0,0,black,0.799346149,0.039012652,5.77E-05,0.063546423,0.739077783,0.027538726,0.778148139,0.830162933
598,876000,12,23,98,black,0.764700532,0.005544298,0.003837276,0.052511416,0.690368599,0.008032129,0.699750172,0.750912143
599,337000,2,3,6,black,0.714271605,0.002132905,0.000317369,0.058980213,0.619469243,0.002294894,0.621919517,0.68074435
600,547000,0,0,0,black,0.821448386,0.003462019,0,0.051369863,0.770151899,1,0.773613918,1.821521762
601,1472000,5,2,12,black,0.81058991,0.009316449,0.000548182,0.0304414,0.754885682,0.017211704,0.764750314,0.802538786
602,141000,71,5,58,black,0.797427297,0.000892399,0.003866128,0.061263318,0.736380018,1,0.741138545,1.797643336
603,4225000,8,55,1016,black,0.512059152,0.0267405,0.031130987,0.063926941,0.335173436,0.006884682,0.393044923,0.405985058
604,1798000,11,12,150,black,0.374547124,0.011379741,0.004991344,0.052130898,0.141841658,0.017211704,0.158212743,0.21118426
605,31000,1,1,0,black,0.620792627,0.000196196,5.77E-05,0.090943683,0.488044689,1,0.488298589,1.578988373
606,303,0,0,0,black,0.741622388,1.91E-06,0,0.007990868,0.657922429,1,0.657924341,1.665913297
607,1311000,1,0,1,black,0.751841009,0.008297462,5.77E-05,0.244292237,0.672289056,1,0.680644222,1.916581294
608,276000,4,10,21,black,0.621052325,0.001746829,0.00100981,0.055175038,0.488409805,0.0562249,0.491166444,0.599809743
609,57,0,1,0,black,0.80254072,3.54E-07,2.89E-05,0.036910198,0.743569114,1,0.74359832,1.780479312
610,4301000,0,0,0,black,0.787234873,0.027221513,0,0.124809741,0.722050221,1,0.749271734,1.846859962
611,983000,0,21,17,red,0.375255764,0.006221513,0.001096365,0.020928463,0.142837953,1,0.15015583,1.163766415
612,678,0,0,0,black,0.908376694,4.28E-06,0,0.027016743,0.892366694,1,0.892370979,1.919383437
613,99000,0,0,3,black,0.921291371,0.000626576,8.66E-05,0.155251142,0.910523779,1,0.91123691,2.065774921
614,11000,0,0,1,black,0.830589473,6.96E-05,2.89E-05,0.066590563,0.783003595,1,0.78310206,1.849594158
615,7,0,0,0,black,0.76423962,3.80E-08,0,0.796423135,0.68972059,1,0.689720628,2.486143726
616,903000,0,0,0,black,0.79981482,0.005715184,0,0.054033486,0.7397367,1,0.745451884,1.793770186
617,420000,0,0,1,black,0.787473083,0.002658222,2.89E-05,0.078767123,0.722385127,1,0.7250722,1.80115225
618,1181000,6,14,25,black,0.797148585,0.007474677,0.001298327,0.045281583,0.73598817,0.017211704,0.744761174,0.798481457
619,15742000,0,0,0,black,0.763812125,0.099632906,0,0.074200913,0.689119563,1,0.788752469,1.763320477
620,221000,18,27,35,black,0.5957129,0.001398728,0.002308136,0.050989346,0.452784441,0.026391279,0.456491305,0.530165066
621,193000,14,6,17,black,0.928802788,0.001221513,0.001067513,0.012557078,0.921084278,0.005163511,0.923373304,0.938804867
622,1917000,5,1,5,black,0.699217498,0.012132905,0.000317369,0.101978691,0.598304279,1,0.610754553,1.70028297
623,3339000,0,0,1,black,0.918144882,0.021132905,2.89E-05,0.077245053,0.906100047,1,0.927261804,1.9833451
624,12472000,22,186,721,black,0.663654923,0.078936703,0.026803231,0.084855403,0.548305919,1,0.654045854,1.633161323
625,243000,2,3,10,black,0.920058926,0.001537968,0.000432776,0.189878234,0.908791052,0.0562249,0.910761796,1.154894186
626,413000,1,5,4,red,0.391633719,0.002613918,0.000288517,0.023592085,0.165864151,1,0.168766586,1.189456237
627,1779,0,0,0,black,0.844229937,1.13E-05,0,0.01217656,0.802181081,1,0.802192334,1.814357641
628,126000,4,4,29,black,0.854070365,0.000797462,0.001067513,0.02739726,0.816015999,0.005163511,0.817880974,0.84857677
629,501,0,0,0,black,0.752839625,3.16E-06,0,0.056697108,0.673693037,1,0.673696202,1.730390145
630,1360000,0,0,0,black,0.635668278,0.008607589,0,0.039954338,0.508958758,1,0.517566346,1.548913096
631,1229000,2,0,1,black,0.748116732,0.007778475,8.66E-05,0.056697108,0.667052997,0.008605852,0.674918027,0.732355957
632,574000,0,0,2,black,0.853150576,0.003632905,5.77E-05,0.072298326,0.814722843,0.203098107,0.818413452,1.090119275
633,144000,0,2,10,black,0.819242934,0.000911386,0.00034622,0.151826484,0.767051197,0.203098107,0.768308804,1.121975788
634,7571000,26,24,2145,black,0.74015671,0.047917715,0.063329486,0.050608828,0.655861794,0.007458405,0.767108996,0.713929027
635,837,0,0,0,black,0.812473863,5.29E-06,0,0.138888889,0.757534382,1,0.757539673,1.896423271
636,4488000,5,0,18,black,0.633037448,0.028405057,0.000663589,0.011035008,0.505260005,0.027538726,0.534328651,0.543833739
637,124,0,0,0,black,0.738541305,7.78E-07,0,0.066971081,0.653590653,1,0.653591432,1.720561734
638,334,0,0,0,black,0.652807295,2.11E-06,0,0.054414003,0.533054953,1,0.533057061,1.587468956
639,769000,0,0,0,black,0.470760196,0.004867082,0,0.050228311,0.277110148,1,0.28197723,1.327338458
640,604,0,0,0,black,0.892607391,3.82E-06,0,0.026636225,0.870196217,1,0.870200033,1.896832442
641,5037000,5,0,0,black,0.827611566,0.031879741,0.000144259,0.065068493,0.778816876,0.027538726,0.810840875,0.871424095
642,1217,0,0,0,black,0.517787814,7.70E-06,0,0.04109589,0.343227513,1,0.343235209,1.384323403
643,526000,17,16,113,black,0.676295161,0.003329108,0.004212349,0.033105023,0.566077162,0.0562249,0.573618618,0.655407084
644,463000,1,1,2,black,0.907917708,0.002930373,0.000115407,0.080669711,0.891721395,1,0.894767175,1.972391105
645,998000,4,0,5,black,0.710961342,0.006316449,0.000259665,0.045281583,0.614815257,1,0.621391372,1.66009684
646,986,0,0,0,red,0.419119656,6.23E-06,0,0.0456621,0.204507353,1,0.204513587,1.250169454
647,454,0,0,0,black,0.9349401,2.87E-06,0,0.074581431,0.929712886,1,0.929715753,2.004294317
648,161000,5,4,54,black,0.946141422,0.001018981,0.001817657,0.055936073,0.945461119,0.004589788,0.948297757,1.00598698
649,37000,0,0,0,black,0.878491044,0.000234171,0,0.105783866,0.850349673,1,0.850583844,1.956133539
650,1660000,3,15,76,black,0.842025459,0.010506323,0.00271206,0.02587519,0.799081748,1,0.81230013,1.824956938
651,1010,0,0,0,black,0.728148639,6.39E-06,0,0.069634703,0.638979331,1,0.638985717,1.708614034
652,5825000,0,0,0,black,0.778591514,0.036867083,0,0.148782344,0.709898295,1,0.746765378,1.858680639
653,12,0,0,0,black,0.955289781,6.96E-08,0,0.00456621,0.958323038,1,0.958323108,1.962889248
654,2185,0,0,3,black,0.79971844,1.38E-05,8.66E-05,0.039954338,0.739601196,1,0.739701574,1.779555534
655,15000,1,1,1,black,0.778673232,9.49E-05,8.66E-05,0.196347032,0.710013185,1,0.71019467,1.906360217
656,296000,1,3,7,black,0.73794806,0.001873411,0.000317369,0.04414003,0.652756594,1,0.654947375,1.696896625
657,273000,0,3,4,black,0.870262206,0.001727842,0.000201962,0.014079148,0.838780533,1,0.840710337,1.85285968
658,2323000,0,0,4,black,0.749317586,0.014702525,0.000115407,0.068493151,0.668741311,0.017211704,0.683559243,0.754446165
659,4041000,8,2,15,black,0.844559511,0.025575943,0.000721293,0.170091324,0.802644438,1,0.828941673,1.972735762
660,192,0,1,0,black,0.688497007,1.21E-06,2.89E-05,0.055936073,0.583232058,1,0.583262118,1.639168131
661,11000,1,1,0,black,0.708436996,6.96E-05,5.77E-05,0.101978691,0.611266213,0.026391279,0.61139353,0.739636183
662,42000,0,0,3,black,0.564965427,0.000265816,8.66E-05,0.023211568,0.40955576,1,0.409908131,1.432767327
663,500000,0,0,0,black,0.85719648,0.003164551,0,0.113013699,0.820411085,1,0.823575636,1.933424784
664,2064000,0,0,0,black,0.801206946,0.013063285,0,0.03652968,0.741693927,1,0.754757212,1.778223607
665,8952000,1,5,19,red,0.405635357,0.056658222,0.000721293,0.014079148,0.185549422,0.008605852,0.242928937,0.208234422
666,5029000,0,4,2,black,0.793222636,0.031829108,0.00017311,0.120243531,0.730468575,0.027538726,0.762470793,0.878250833
667,2217000,1,0,0,black,0.820954442,0.014031639,2.89E-05,0.059741248,0.769457451,1,0.783517942,1.829198699
668,15000,80,28,160,black,0.933553517,9.49E-05,0.007732256,0.109208524,0.927763452,1,0.935590639,2.036971976
669,235000,1,0,0,black,0.924381822,0.001487335,2.89E-05,0.079147641,0.914868726,1,0.916384913,1.994016367
670,1145000,45,55,166,black,0.702420086,0.007246829,0.007674553,0.116057839,0.602806881,1,0.617728263,1.718864719
671,5009000,1,0,6,black,0.790003896,0.031702526,0.000201962,0.056316591,0.725943263,1,0.757847751,1.782259854
672,251000,1,0,0,black,0.775287867,0.001588601,2.89E-05,0.057077626,0.705253611,1,0.706871064,1.762331236
673,103000,0,0,2,black,0.942028165,0.000651892,5.77E-05,0.034627093,0.939678183,0.203098107,0.940387779,1.177403383
674,19962000,133,201,2094,black,0.726420999,0.126341767,0.070051933,0.097412481,0.636550396,1,0.832944095,1.733962876
675,20004000,2,0,6,black,0.765117029,0.126607589,0.000230814,0.21042618,0.690954163,1,0.817792566,1.901380343
676,5872,0,0,0,black,0.900351584,3.72E-05,0,0,0.881083981,1,0.88112114,1.881083981
677,222000,2,1,6,black,0.842441916,0.001405057,0.000259665,0.030060883,0.799667256,0.004589788,0.801331979,0.834317927
678,1346000,4,1,0,black,0.882888794,0.008518981,0.000144259,0.119101979,0.856532586,1,0.865195825,1.975634564
679,45000,0,0,0,black,0.818219423,0.000284804,0,0.056697108,0.765612216,1,0.76589702,1.822309324
680,115,0,1,0,black,0.421536863,7.22E-07,2.89E-05,0.023972603,0.207905768,1,0.207935341,1.231878371
681,10001000,2,0,4,black,0.7519072,0.063297462,0.00017311,0.094748858,0.672382116,1,0.735852689,1.767130975
682,41382000,7,3,14,black,0.626965389,0.261911388,0.000692441,0.083333333,0.496723137,1,0.759326966,1.58005647
683,10792000,3,4,5,black,0.835815012,0.068303792,0.00034622,0.078006088,0.790350318,1,0.85900033,1.868356406
684,2812,0,0,0,black,0.841845393,1.78E-05,0,0.078386606,0.798828589,1,0.79884638,1.877215194
685,82000,0,0,1,black,0.853999674,0.000518981,2.89E-05,0.028538813,0.815916612,1,0.816464445,1.844455425
686,82000,2,2,3,black,0.635457993,0.000518981,0.000201962,0.062785388,0.508663112,1,0.509384055,1.5714485
687,120000,0,2,0,black,0.53352654,0.000759487,5.77E-05,0.020928463,0.365355001,0.018359151,0.366172192,0.404642615
688,21000,0,0,1,black,0.854593813,0.000132905,2.89E-05,0.136605784,0.816751928,1,0.816913685,1.953357712
689,2211000,0,0,0,black,0.946172059,0.013993665,0,0.036149163,0.945504192,1,0.959497857,1.981653355
690,446000,0,0,1,black,0.941544592,0.002822778,2.89E-05,0.048325723,0.938998316,1,0.941849946,1.987324039
691,84000,4,0,9,black,0.858470678,0.000531639,0.000375072,0.152207002,0.822202514,0.026391279,0.823109226,1.000800795
692,2426000,0,9,15,black,0.881208241,0.015354424,0.000692441,0.02435312,0.854169852,1,0.870216717,1.878522972
693,548000,0,6,18,black,0.480638802,0.003468348,0.000692441,0.026636225,0.290998739,0.203098107,0.295159528,0.520733071
694,4514,27,13,39,black,0.846640021,2.86E-05,0.002279284,0.076864536,0.805569481,1,0.807877329,1.882434017
695,188000,2,2,1,black,0.732390285,0.001189867,0.000144259,0.065449011,0.644942772,1,0.646276897,1.710391782
696,1975000,19,3,39,black,0.518213689,0.012499994,0.001759954,0.025114155,0.343826262,0.005163511,0.358086209,0.374103928
697,414000,1,0,0,black,0.680598259,0.002620247,2.89E-05,0.038432268,0.572127,1,0.574776099,1.610559268
698,1484000,1,0,0,black,0.900664926,0.009392399,2.89E-05,0.116818874,0.881524517,1,0.890945767,1.99834339
699,1245000,0,0,0,black,0.739055753,0.007879741,0,0.050228311,0.654313929,1,0.662193669,1.704542239
700,1010000,1,0,0,black,0.74955672,0.006392399,2.89E-05,0.041476408,0.669077515,1,0.675498766,1.710553923
701,57000,0,0,0,black,0.786109328,0.000360753,0,0.058219178,0.720467789,1,0.720828542,1.778686967
702,141000,0,9,14,black,0.604171276,0.000892399,0.000663589,0.042998478,0.464676294,0,0.466232282,0.507674772
703,2921000,59,1,97,black,0.950925708,0.018487336,0.004529717,0.02587519,0.952187473,0.004016064,0.975204526,0.982078727
704,1631000,0,0,14,black,0.845430712,0.010322779,0.000403924,0.151826484,0.803869283,0.203098107,0.814595985,1.158793873
705,336000,19,14,55,black,0.800154507,0.002126576,0.00253895,0.068873668,0.740214275,0.026391279,0.744879801,0.835479223
706,3726000,1,0,2,black,0.921515137,0.023582272,8.66E-05,0.078006088,0.910838377,1,0.934507205,1.988844466
707,2759000,9,5,28,black,0.519620538,0.017462019,0.001211771,0.033866058,0.345804187,0.006884682,0.364477978,0.386554926
708,637,0,0,1,black,0.785928965,4.03E-06,2.89E-05,0.055175038,0.720214211,1,0.720247088,1.775389249
709,1250000,2,0,0,black,0.841840774,0.007911386,5.77E-05,0.086757991,0.798822094,1,0.806791184,1.885580085
710,164000,0,0,1,black,0.905989051,0.001037968,2.89E-05,0.063546423,0.889009844,1,0.890076665,1.952556268
712,580000,0,0,0,black,0.775380015,0.00367088,0,0.090182648,0.705383165,0.0562249,0.709054045,0.851790713
713,83000,1,0,1,black,0.813653522,0.00052531,5.77E-05,0.631659056,0.759192895,1,0.759775909,2.390851952
714,641000,5,2,13,black,0.655050218,0.004056956,0.000577034,0.054794521,0.536208338,0.203098107,0.540842327,0.794100965
715,38,0,0,0,black,0.849374086,2.34E-07,0,0.079147641,0.809413375,1,0.80941361,1.888561016
716,5518000,0,0,5,black,0.837207615,0.034924045,0.000144259,0.111111111,0.792308215,1,0.827376518,1.903419326
717,1151000,0,0,1,black,0.870533049,0.007284804,2.89E-05,0.070395738,0.839161319,1,0.846474974,1.909557057
718,1615000,3,0,19,black,0.773336142,0.010221513,0.000634737,0.078767123,0.70250963,1,0.713365881,1.781276754
719,218000,0,7,22,black,0.718141139,0.001379741,0.000836699,0.065068493,0.624909522,0.203098107,0.627125962,0.893076122
720,3398000,32,89,430,black,0.384637922,0.021506323,0.015897288,0.025114155,0.156028576,0.0562249,0.193432187,0.237367631
721,29000,0,0,0,black,0.781291425,0.000183538,0,0.058599696,0.713694172,1,0.71387771,1.772293868
722,9120,0,0,0,black,0.641305268,5.77E-05,0,0.020167428,0.51688395,1,0.516941665,1.537051378
723,52000,0,0,0,black,0.742837429,0.000329108,0,0.055555556,0.659630687,1,0.659959795,1.715186243
724,134000,0,0,8,black,0.933561981,0.000848095,0.000230814,0.0152207,0.927775352,0.203098107,0.928854261,1.146094159
725,277000,2,5,19,black,0.912219286,0.001753158,0.000750144,0.017884323,0.897769096,0.203098107,0.900272398,1.118751525
726,22291000,3,1,9,black,0.746682063,0.141082273,0.000375072,0.28805175,0.665035959,1,0.806493304,1.953087709
727,2131,0,0,0,black,0.842975795,1.35E-05,0,0.046803653,0.800417851,1,0.800431332,1.847221504
728,331000,41,4,10,black,0.725309968,0.00209493,0.001586844,0.014079148,0.634988368,0.026391279,0.638670142,0.675458795
729,1104000,28,35,40,black,0.760366619,0.006987335,0.002971725,0.02587519,0.684275436,0.015490534,0.694234497,0.72564116
730,15000,0,0,0,black,0.729039729,9.49E-05,0,0.047564688,0.640232137,0.010327022,0.640327067,0.698123847
731,406,0,0,0,black,0.824755554,2.56E-06,0,0.826864536,0.774801535,1,0.774804098,2.60166607
732,239000,0,1,0,black,0.922487855,0.001512652,2.89E-05,0.071537291,0.912205947,0.006884682,0.913747451,0.99062792
733,3004000,0,0,0,black,0.652955592,0.019012652,0,0.069254186,0.533263447,1,0.552276099,1.602517633
734,489000,0,0,0,black,0.470097661,0.00309493,0,0.00456621,0.276178672,1,0.279273602,1.280744882
735,8526,5,227,225,black,0.770478934,5.40E-05,0.013185228,0.072298326,0.698492606,0.072289157,0.71173179,0.843080088
736,870000,0,0,1,black,0.880155563,0.005506323,2.89E-05,0.066971081,0.852689865,1,0.858225039,1.919660945
737,446,1,0,1,black,0.938786983,2.82E-06,5.77E-05,0.005707763,0.935121321,1,0.935181841,1.940829083
738,696000,1,1,4,purple,0.776462495,0.004405057,0.00017311,0.055175038,0.706905052,1,0.71148322,1.76208009
739,212000,88,81,404,black,0.758558154,0.001341766,0.016532025,0.101598174,0.681732868,0.203098107,0.699606659,0.986429148
740,466000,1,6,28,black,0.601736128,0.002949361,0.00100981,0.112252664,0.461252656,0.0562249,0.465211826,0.629730219
741,1450,0,0,1,black,0.830107749,9.17E-06,2.89E-05,0.111491629,0.782326325,1,0.782364348,1.893817954
742,1609000,3,4,27,black,0.905912042,0.010183538,0.000980958,0.019406393,0.888901575,0.004016064,0.900066071,0.912324032
743,2307,0,0,0,black,0.980432534,1.46E-05,0,0.335616438,0.993671896,1,0.993686491,2.329288335
744,1249,0,2,0,black,0.721149772,7.90E-06,5.77E-05,0.143835616,0.62913944,1,0.629205042,1.772975056
745,432000,3,6,20,black,0.832283854,0.002734171,0.000836699,0.055936073,0.78538577,0.0562249,0.78895664,0.897546742
746,823000,11,0,8,black,0.886402845,0.005208854,0.000548182,0.060121766,0.861473083,0.002868617,0.86723012,0.924463466
747,46000,9,0,18,black,0.86307326,0.000291133,0.000778996,0.086757991,0.828673404,1,0.829743533,1.915431395
748,926,0,0,0,black,0.846442103,5.85E-06,0,0.050608828,0.805291224,1,0.805297079,1.855900052
749,321000,0,0,1,black,0.796471119,0.002031639,2.89E-05,0.161339422,0.735035703,1,0.737096194,1.896375124
750,257,1,1,3,black,0.682783514,1.62E-06,0.000144259,0.131278539,0.575199308,1,0.575345187,1.706477847
751,9295,0,0,1,black,0.827708423,5.88E-05,2.89E-05,0.090563166,0.77895305,1,0.779040725,1.869516216
752,4269000,123,14,125,black,0.924261123,0.027018981,0.007559146,0.072298326,0.914699031,0.027538726,0.949277159,1.014536083
753,1289000,19,11,11,black,0.548601568,0.008158222,0.00118292,0.007990868,0.386549379,1,0.395890521,1.394540247
754,1450000,86,2,139,black,0.702982098,0.009177209,0.006549336,0.121385084,0.603597028,1,0.619323574,1.724982112
755,124000,0,0,0,black,0.832004488,0.000784804,0,0.047564688,0.784993,0.203098107,0.785777804,1.035655795
756,517000,1,1,0,black,0.656653166,0.003272146,5.77E-05,0.022450533,0.538461964,0.001147447,0.541791813,0.562059944
757,106,0,0,0,black,0.923985541,6.65E-07,0,0.0304414,0.914311583,1,0.914312248,1.944752984
758,1613000,0,0,0,black,0.867093563,0.010208854,0,0.087899543,0.834325655,1,0.844534509,1.922225198
759,881000,2,2,18,black,0.804799467,0.005575943,0.000634737,0.069634703,0.746744747,1,0.752955427,1.81637945
760,13000,1,9,245,black,0.936547995,8.23E-05,0.007357184,0.014079148,0.931973467,1,0.939412924,1.946052615
761,1925,0,0,0,black,0.809976955,1.22E-05,0,0.145738204,0.754023913,1,0.754036091,1.899762117
762,1353000,0,0,0,black,0.905176133,0.008563285,0,0.078767123,0.887866942,1,0.896430227,1.966634065
763,330000,2,9,73,black,0.852465808,0.002088601,0.002423543,0.089041096,0.81376011,0.203098107,0.818272254,1.105899312
764,249000,0,0,1,black,0.757320404,0.001575943,2.89E-05,0.179984779,0.679992683,1,0.681597477,1.859977462
765,4348000,0,0,0,black,0.799524009,0.027518981,0,0.163242009,0.739327841,1,0.766846823,1.902569851
766,6617000,0,0,0,black,0.778889745,0.041879741,0,0.090943683,0.710317587,1,0.752197328,1.801261271
767,3037,0,0,0,black,0.780697982,1.92E-05,0,0.167808219,0.712859834,1,0.712879049,1.880668053
768,198000,0,1,69,black,0.850765228,0.001253158,0.002019619,0.01978691,0.811369219,0.203098107,0.814641997,1.034254236
769,986000,0,0,10,black,0.796256334,0.0062405,0.000288517,0.091704718,0.73473373,0.203098107,0.741262747,1.029536555
770,819000,13,4,7,black,0.808599502,0.005183538,0.000692441,0.097031963,0.752087315,1,0.757963294,1.849119279
771,3141000,0,0,3,black,0.488075778,0.019879741,8.66E-05,0.109589041,0.301454579,1,0.321420875,1.41104362
772,12899000,5,4,6,black,0.658698857,0.081639235,0.000432776,0.067732116,0.541338055,1,0.623410065,1.60907017
773,944000,19,12,54,black,0.86647594,0.005974677,0.002452395,0.208143075,0.833457322,0.000573723,0.841884394,1.04217412
774,24879000,900,1936,8743,black,0.680072457,0.15746202,0.33407386,0.487442922,0.571387761,1,1.062923641,2.058830683
775,77,0,0,0,black,0.588495731,4.81E-07,0,0.030060883,0.442637634,1,0.442638115,1.472698516
776,352000,1,0,1,red,0.425459772,0.002227842,5.77E-05,0.025494673,0.21342109,0.004016064,0.215706635,0.242931827
777,293,0,0,0,black,0.624616802,1.85E-06,0,0.092465753,0.493421197,1,0.493423045,1.58588695
778,10353000,35,12,34,black,0.794521272,0.065525311,0.002336988,0.101217656,0.732294362,0.012621916,0.80015666,0.846133934
779,142000,0,4,14,black,0.755597234,0.000898728,0.000519331,0.043378995,0.677570032,0.203098107,0.678988091,0.924047134
780,205000,97,82,441,black,0.823183537,0.001297462,0.017888055,0.047945205,0.772591393,1,0.791776911,1.820536599
781,46000,0,0,0,black,0.909105539,0.000291133,0,0.015981735,0.893391398,1,0.893682531,1.909373133
782,71000,0,0,0,black,0.837401032,0.000449361,0,0.058219178,0.792580145,1,0.793029506,1.850799323
783,1156000,0,1,0,black,0.815598071,0.007316449,2.89E-05,0.014459665,0.761926787,1,0.769272088,1.776386452
784,7550000,734,542,395,black,0.710940003,0.047784804,0.048211194,0.043759513,0.614785257,1,0.710781256,1.65854477
785,792,12,5,51,black,0.590292931,5.01E-06,0.001961916,0.035388128,0.445164363,1,0.447131285,1.480552491
786,719000,1,1,1,black,0.743700743,0.004550627,8.66E-05,0.046803653,0.660844442,1,0.665481624,1.707648095
787,242000,0,0,0,black,0.733666956,0.001531639,0,0.054794521,0.646737678,1,0.648269318,1.701532199
788,1203000,0,3,9,black,0.751558095,0.007613918,0.00034622,0.132039574,0.671891301,0.203098107,0.679851439,1.007028982
789,2705000,0,0,0,black,0.665039122,0.017120247,0,0.036910198,0.550252,1,0.567372247,1.587162198
790,104000,0,0,0,black,0.891568869,0.000658222,0,0.080669711,0.868736132,1,0.869394353,1.949405843
791,1007000,0,0,0,black,0.779236782,0.006373411,0,0.345890411,0.710805494,0,0.717178906,1.056695905
792,158000000,3,28,28,black,0.69602716,1,0.00170225,0.039193303,0.593818898,0.027538726,1.595521148,0.660550927
793,2071000,1,0,2,black,0.931983888,0.013107589,8.66E-05,0.028538813,0.92555667,0.010327022,0.938750814,0.964422505
794,79000,0,0,1,black,0.744276471,0.000499994,2.89E-05,0.616818874,0.661653873,1,0.662182719,2.278472747
795,8761,0,0,0,black,0.700671852,5.54E-05,0,0.017123288,0.600348992,1,0.600404435,1.61747228
796,260000,0,0,0,black,0.781076968,0.001645563,0,0.070395738,0.71339266,1,0.715038224,1.783788399
